n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,8,negate,unrolled,7,131072,838666,852999,6.3985137939453125,6.5078659057617188
64,8,negate,aligned-unrolled,7,131072,914374,919566,6.9761199951171875,7.0157318115234375
64,8,negate,openblas,7,131072,980814,986016,7.4830169677734375,7.522705078125
64,8,negate,onemkl,7,131072,1717223,1722625,13.101371765136719,13.142585754394531
64,8,powers-two,baseline,1,131072,826022,831628,6.3020477294921875,6.344818115234375
64,8,powers-two,aligned,1,131072,830022,835320,6.3325653076171875,6.37298583984375
64,8,powers-two,unrolled,1,131072,827166,832539,6.3107757568359375,6.3517684936523438
64,8,powers-two,aligned-unrolled,1,131072,963258,968886,7.3490753173828125,7.3920135498046875
64,8,powers-two,openblas,1,131072,992551,997814,7.5725631713867188,7.6127166748046875
64,8,powers-two,onemkl,1,131072,1788485,1794148,13.645057678222656,13.688262939453125
64,8,powers-two,baseline,2,131072,834494,839778,6.3666839599609375,6.4069976806640625
64,8,powers-two,aligned,2,131072,827626,832989,6.3142852783203125,6.3552017211914062
64,8,powers-two,unrolled,2,131072,834980,840099,6.370391845703125,6.4094467163085938
64,8,powers-two,aligned-unrolled,2,131072,962051,967758,7.3398666381835938,7.3834075927734375
64,8,powers-two,openblas,2,131072,990767,995989,7.5589523315429688,7.5987930297851562
64,8,powers-two,onemkl,2,131072,1790899,1796573,13.663475036621094,13.706764221191406
64,8,powers-two,baseline,3,131072,825666,830859,6.2993316650390625,6.3389511108398438
64,8,powers-two,aligned,3,131072,829833,835194,6.3311233520507812,6.3720245361328125
64,8,powers-two,unrolled,3,131072,838913,844218,6.4003982543945312,6.4408721923828125
64,8,powers-two,aligned-unrolled,3,131072,960592,966163,7.3287353515625,7.3712387084960938
64,8,powers-two,openblas,3,131072,1000280,1005453,7.63153076171875,7.6709976196289062
64,8,powers-two,onemkl,3,131072,1784945,1790627,13.618049621582031,13.661399841308594
64,8,powers-two,baseline,4,131072,830140,835405,6.333465576171875,6.3736343383789062
64,8,powers-two,aligned,4,131072,831787,837067,6.3460311889648438,6.3863143920898438
64,8,powers-two,unrolled,4,131072,830642,836057,6.3372955322265625,6.3786087036132812
64,8,powers-two,aligned-unrolled,4,131072,958876,964562,7.315643310546875,7.3590240478515625
64,8,powers-two,openblas,4,131072,995062,1000415,7.5917205810546875,7.6325607299804688
64,8,powers-two,onemkl,4,131072,1783100,1789084,13.603973388671875,13.649627685546875
64,8,powers-two,baseline,5,131072,834268,839610,6.364959716796875,6.4057159423828125
64,8,powers-two,aligned,5,131072,836928,842217,6.38525390625,6.4256057739257812
64,8,powers-two,unrolled,5,131072,839820,844994,6.407318115234375,6.4467926025390625
64,8,powers-two,aligned-unrolled,5,131072,968198,974054,7.3867645263671875,7.4314422607421875
64,8,powers-two,openblas,5,131072,1003232,1008371,7.654052734375,7.6932601928710938
64,8,powers-two,onemkl,5,131072,1803152,1808876,13.7569580078125,13.800628662109375
64,8,powers-two,baseline,6,131072,827645,832941,6.3144302368164062,6.3548355102539062
64,8,powers-two,aligned,6,131072,828726,834153,6.3226776123046875,6.3640823364257812
64,8,powers-two,unrolled,6,131072,827215,832368,6.3111495971679688,6.3504638671875
64,8,powers-two,aligned-unrolled,6,131072,958536,964035,7.31304931640625,7.3550033569335938
64,8,powers-two,openblas,6,131072,992362,997412,7.5711212158203125,7.609649658203125
64,8,powers-two,onemkl,6,131072,1788747,1794594,13.647056579589844,13.691665649414062
64,8,powers-two,baseline,7,131072,829083,834314,6.3254013061523438,6.3653106689453125
64,8,powers-two,aligned,7,131072,827936,833238,6.316650390625,6.3571014404296875
64,8,powers-two,unrolled,7,131072,827309,832462,6.3118667602539062,6.3511810302734375
64,8,powers-two,aligned-unrolled,7,131072,978198,984119,7.4630584716796875,7.5082321166992188
64,8,powers-two,openblas,7,131072,995812,1000874,7.597442626953125,7.6360626220703125
64,8,powers-two,onemkl,7,131072,1783754,1789381,13.608963012695312,13.651893615722656
64,8,reset,baseline,1,131072,1628113,1633771,12.421516418457031,12.464683532714844
64,8,reset,aligned,1,131072,1627443,1632759,12.416404724121094,12.456962585449219
64,8,reset,unrolled,1,131072,1752127,1757438,13.367668151855469,13.408187866210938
64,8,reset,aligned-unrolled,1,131072,1796186,1801736,13.703811645507812,13.74615478515625
64,8,reset,openblas,1,131072,1731123,1736589,13.207420349121094,13.249122619628906
64,8,reset,onemkl,1,131072,2346857,2352695,17.905097961425781,17.949638366699219
64,8,reset,baseline,2,131072,1623311,1628622,12.384880065917969,12.425399780273438
64,8,reset,aligned,2,131072,1617893,1623132,12.343544006347656,12.383514404296875
