n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,8,reset,openblas-aligned,3,131072,1564572,1569795,11.936737060546875,11.976585388183594
64,8,reset,openblas,3,131072,1807061,1812359,13.786781311035156,13.827201843261719
64,8,reset,onemkl,3,131072,2231331,2236545,17.023704528808594,17.063484191894531
64,8,reset,current,4,131072,1576952,1582509,12.03118896484375,12.073585510253906
64,8,reset,pointers,4,131072,1538257,1543728,11.735969543457031,11.7777099609375
64,8,reset,pipeline,4,131072,1661067,1666661,12.672935485839844,12.715614318847656
64,8,reset,openblas-leaf,4,131072,1596233,1601332,12.178291320800781,12.217193603515625
64,8,reset,openblas-aligned,4,131072,1543929,1549229,11.779243469238281,11.819679260253906
64,8,reset,openblas,4,131072,1772414,1777621,13.522445678710938,13.562171936035156
64,8,reset,onemkl,4,131072,2192480,2197879,16.727294921875,16.768486022949219
64,8,reset,current,5,131072,1622774,1628529,12.380783081054688,12.424690246582031
64,8,reset,pointers,5,131072,1572494,1577728,11.997177124023438,12.037109375
64,8,reset,pipeline,5,131072,1702273,1707705,12.987312316894531,13.028755187988281
64,8,reset,openblas-leaf,5,131072,1645166,1650478,12.551620483398438,12.592147827148438
64,8,reset,openblas-aligned,5,131072,1580181,1585591,12.055824279785156,12.097099304199219
64,8,reset,openblas,5,131072,1847145,1852863,14.092597961425781,14.136222839355469
64,8,reset,onemkl,5,131072,2267241,2272957,17.297676086425781,17.341285705566406
