schema,6
run,id,implementation,workload_version,fixture_version,pass,unit,source_commit,dirty,runtime,threads,warmups,target_ns,harness,warmup_target_ns,forks
case,id,run_id,case,status,comparison_kind,timing_mode,actual_kernel
sample,case_id,fork,sample,operations,elapsed_ns,ns_per_op
case,71,2,gemm-block+64x64x64+uniform+packed=8x4+timing=prepacked-compute,unsupported,unsupported,arithmetic,unavailable
case,72,2,gemm-block+64x64x64+uniform+packed=8x4+timing=pack-plus-compute,unsupported,unsupported,arithmetic,unavailable
case,73,1,gemm-block+64x64x65+uniform+packed=4x4+timing=prepacked-compute,ok,direct,prepacked-compute,portable-tile
sample,73,1,1,1478,200176478,135437.40054127199
sample,73,1,2,1853,200310230,108100.50188882892
sample,73,1,3,1472,200262158,136047.66168478262
sample,73,1,4,1437,200259777,139359.62212943632
sample,73,1,5,1823,200311641,109880.21996708722
sample,73,1,6,1721,200200682,116328.1127251598
sample,73,1,7,907,200295391,220832.84564498346
sample,73,1,8,895,200347635,223852.1061452514
sample,73,1,9,1458,200310753,137387.34773662552
sample,73,1,10,1770,200314156,113171.8395480226
sample,73,2,11,1537,200213136,130262.28757319454
sample,73,2,12,1824,200246010,109783.99671052632
sample,73,2,13,1844,200152708,108542.68329718005
sample,73,2,14,1898,200153576,105454.99262381454
sample,73,2,15,1909,200206917,104875.28391828183
sample,73,2,16,2084,200179361,96055.35556621882
sample,73,2,17,2099,200156202,95357.88565983802
sample,73,2,18,2125,200135708,94181.50964705882
sample,73,2,19,1972,200204882,101523.7738336714
sample,73,2,20,1822,200207920,109883.60043907794
case,74,1,gemm-block+64x64x65+uniform+packed=4x4+timing=pack-plus-compute,ok,direct,pack-plus-compute,portable-tile
sample,74,1,1,1347,200112372,148561.52338530068
sample,74,1,2,1022,200136276,195828.05870841487
sample,74,1,3,1389,200181287,144118.99712023037
sample,74,1,4,1006,200204507,199010.444333996
sample,74,1,5,1406,200547032,142636.58036984352
sample,74,1,6,1309,200427283,153114.807486631
sample,74,1,7,1316,200275341,152184.9095744681
sample,74,1,8,1410,200284269,142045.58085106383
sample,74,1,9,994,200316299,201525.45171026158
sample,74,1,10,725,200306753,276285.17655172414
sample,74,2,11,994,200269089,201477.95674044266
sample,74,2,12,1358,200281378,147482.6053019146
sample,74,2,13,1258,200661864,159508.6359300477
sample,74,2,14,1287,200536553,155817.0574980575
sample,74,2,15,1297,200578645,154648.14572089436
sample,74,2,16,1565,200418066,128062.66198083067
sample,74,2,17,1300,200425945,154173.80384615384
sample,74,2,18,1203,200131115,166360.02909393184
sample,74,2,19,969,200228035,206633.6790505676
sample,74,2,20,673,202250098,300520.20505200594
case,75,2,gemm-block+64x64x65+uniform+packed=8x4+timing=prepacked-compute,unsupported,unsupported,arithmetic,unavailable
case,76,2,gemm-block+64x64x65+uniform+packed=8x4+timing=pack-plus-compute,unsupported,unsupported,arithmetic,unavailable
case,77,1,gemm-block+128x128x64+uniform+packed=4x4+timing=prepacked-compute,ok,direct,prepacked-compute,portable-tile
sample,77,1,1,205,200388768,977506.1853658537
sample,77,1,2,237,200653588,846639.611814346
sample,77,1,3,367,200388865,546018.7057220709
sample,77,1,4,288,200443928,695985.8611111111
sample,77,1,5,202,209407994,1036673.2376237623
sample,77,1,6,158,204445287,1293957.512658228
sample,77,1,7,208,205071331,985919.8605769231
sample,77,1,8,382,203423395,532521.9764397906
sample,77,1,9,295,200356454,679174.4203389831
sample,77,1,10,311,208168709,669352.7620578778
sample,77,2,11,189,201674607,1067061.4126984128
sample,77,2,12,152,211787979,1393341.9671052631
sample,77,2,13,233,204718734,878621.1759656653
sample,77,2,14,331,201360849,608340.9335347431
sample,77,2,15,237,203785576,859854.7510548523
sample,77,2,16,243,200346771,824472.3086419753
sample,77,2,17,174,204093309,1172950.051724138
sample,77,2,18,193,203810410,1056012.4870466322
sample,77,2,19,252,205380518,815002.0555555555
sample,77,2,20,341,200334618,587491.5483870967
case,78,1,gemm-block+128x128x64+uniform+packed=4x4+timing=pack-plus-compute,ok,direct,pack-plus-compute,portable-tile
sample,78,1,1,180,200265001,1112583.338888889
sample,78,1,2,188,203578175,1082862.6329787234
sample,78,1,3,208,200653315,964679.3990384615
sample,78,1,4,437,200369553,458511.56292906177
sample,78,1,5,432,201096273,465500.63194444444
sample,78,1,6,453,200646855,442929.03973509936
sample,78,1,7,455,200695560,441089.14285714284
sample,78,1,8,417,200456851,480711.87290167867
sample,78,1,9,592,200289739,338327.2618243243
sample,78,1,10,559,200177458,358099.20930232556
sample,78,2,11,185,199186299,1076682.6972972972
sample,78,2,12,214,203444176,950673.7196261683
sample,78,2,13,289,202753227,701568.259515571
sample,78,2,14,218,201047153,922234.6467889908
sample,78,2,15,246,204822343,832611.150406504
sample,78,2,16,247,200346255,811118.4412955466
sample,78,2,17,302,200214109,662960.6258278146
sample,78,2,18,276,200548998,726626.804347826
sample,78,2,19,291,204019674,701098.5360824743
sample,78,2,20,287,200474162,698516.243902439
case,79,2,gemm-block+128x128x64+uniform+packed=8x4+timing=prepacked-compute,unsupported,unsupported,arithmetic,unavailable
case,80,2,gemm-block+128x128x64+uniform+packed=8x4+timing=pack-plus-compute,unsupported,unsupported,arithmetic,unavailable
case,81,1,gemm-block+128x8x64+uniform+packed=4x4+timing=prepacked-compute,ok,direct,prepacked-compute,portable-tile
sample,81,1,1,7496,200200299,26707.61726254002
sample,81,1,2,7970,200185651,25117.39661229611
sample,81,1,3,7789,200170327,25699.10476312749
sample,81,1,4,7285,200230165,27485.266300617706
sample,81,1,5,6386,200257226,31358.78891324773
sample,81,1,6,3614,200167901,55386.80160486995
sample,81,1,7,3627,202115954,55725.380204025365
sample,81,1,8,3576,202284234,56567.17953020134
sample,81,1,9,3142,201671887,64185.83290897517
sample,81,1,10,3293,202379892,61457.60461585181
sample,81,2,11,6622,200202555,30232.94397463002
sample,81,2,12,5240,200180955,38202.47232824427
sample,81,2,13,3092,200488485,64841.036545924966
sample,81,2,14,5952,200253504,33644.74193548387
sample,81,2,15,3559,200154094,56238.857544254
sample,81,2,16,3748,200251908,53429.004268943434
sample,81,2,17,3672,200440163,54586.10103485839
sample,81,2,18,3345,200154754,59836.99671150972
sample,81,2,19,3409,200202897,58727.74919331182
sample,81,2,20,4733,200198438,42298.423410099305
case,82,1,gemm-block+128x8x64+uniform+packed=4x4+timing=pack-plus-compute,ok,direct,pack-plus-compute,portable-tile
sample,82,1,1,5802,200134695,34494.08738366081
sample,82,1,2,5728,200154696,34943.20810055866
sample,82,1,3,5703,200148089,35095.228651586884
sample,82,1,4,6070,200156727,32974.74909390445
sample,82,1,5,6272,200222172,31923.17793367347
